time,total_h,deep_h,rem_h,light_h,awake_h,duration_h,source,performance_pct,efficiency_pct
2025-07-14T17:55:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T17:56:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T17:57:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T17:58:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T17:59:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T18:00:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T18:01:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T18:02:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T18:03:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T18:04:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T18:05:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T18:06:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T18:07:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T18:08:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T18:09:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T18:10:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T18:11:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T18:12:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T18:13:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T18:14:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T18:15:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T18:16:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T18:17:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T18:18:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T18:19:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T18:20:01Z,0.017,,0.017,,,0.017,health_connect,,
2025-07-14T18:21:01Z,0.017,,0.017,,,0.017,health_connect,,
2025-07-14T18:22:01Z,0.017,,0.017,,,0.017,health_connect,,
2025-07-14T18:23:01Z,0.017,,0.017,,,0.017,health_connect,,
2025-07-14T18:24:01Z,0.017,,0.017,,,0.017,health_connect,,
2025-07-14T18:25:01Z,0.017,,0.017,,,0.017,health_connect,,
2025-07-14T18:26:01Z,0.017,,0.017,,,0.017,health_connect,,
2025-07-14T18:27:01Z,0.017,,0.017,,,0.017,health_connect,,
2025-07-14T18:28:01Z,0.017,,0.017,,,0.017,health_connect,,
2025-07-14T18:29:01Z,0.017,,0.017,,,0.017,health_connect,,
2025-07-14T18:30:01Z,0.017,,0.017,,,0.017,health_connect,,
2025-07-14T18:31:01Z,0.017,,0.017,,,0.017,health_connect,,
2025-07-14T18:32:01Z,0.017,,0.017,,,0.017,health_connect,,
2025-07-14T18:33:01Z,0.017,,0.017,,,0.017,health_connect,,
2025-07-14T18:34:01Z,0.017,,0.017,,,0.017,health_connect,,
2025-07-14T18:35:01Z,0.017,,0.017,,,0.017,health_connect,,
2025-07-14T18:36:01Z,0.017,,0.017,,,0.017,health_connect,,
2025-07-14T18:37:01Z,0.017,,0.017,,,0.017,health_connect,,
2025-07-14T18:38:01Z,0.017,,0.017,,,0.017,health_connect,,
2025-07-14T18:39:01Z,0.017,,0.017,,,0.017,health_connect,,
2025-07-14T18:40:01Z,0.017,,0.017,,,0.017,health_connect,,
2025-07-14T18:41:01Z,0.017,,0.017,,,0.017,health_connect,,
2025-07-14T18:42:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T18:43:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T18:44:01Z,0.017,,0.017,,,0.017,health_connect,,
2025-07-14T18:45:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T18:46:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T18:47:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T18:48:01Z,0.017,,0.017,,,0.017,health_connect,,
2025-07-14T18:49:01Z,0.017,,0.017,,,0.017,health_connect,,
2025-07-14T18:50:01Z,0.017,,0.017,,,0.017,health_connect,,
2025-07-14T18:51:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T18:52:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T18:53:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T18:54:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T18:55:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T18:56:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T18:57:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T18:58:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T18:59:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T19:00:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T19:01:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T19:02:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T19:03:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T19:04:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T19:05:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T19:06:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T19:07:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T19:08:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T19:09:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T19:10:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T19:11:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T19:12:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T19:13:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T19:14:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T19:15:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T19:16:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T19:17:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T19:18:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T19:19:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T19:20:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T19:21:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T19:22:01Z,0.017,,,0.017,,0.017,health_connect,,
2025-07-14T19:23:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T19:24:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T19:25:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T19:26:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T19:27:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T19:28:01Z,0.017,,,0.017,,0.017,health_connect,,
2025-07-14T19:29:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T19:30:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T19:31:01Z,0.017,,,0.017,,0.017,health_connect,,
2025-07-14T19:32:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T19:33:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T19:34:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T19:35:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T19:36:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T19:37:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T19:38:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T19:39:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T19:40:01Z,0.017,,,0.017,,0.017,health_connect,,
2025-07-14T19:41:01Z,0.017,,,0.017,,0.017,health_connect,,
2025-07-14T19:42:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T19:43:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T19:44:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T19:45:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T19:46:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T19:47:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T19:48:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T19:49:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T19:50:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T19:51:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T19:52:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T19:53:01Z,0.017,,,0.017,,0.017,health_connect,,
2025-07-14T19:54:01Z,0.017,,,0.017,,0.017,health_connect,,
2025-07-14T19:55:01Z,0.017,,,0.017,,0.017,health_connect,,
2025-07-14T19:56:01Z,0.017,,,0.017,,0.017,health_connect,,
2025-07-14T19:57:01Z,0.017,,,0.017,,0.017,health_connect,,
2025-07-14T19:58:01Z,0.017,,,0.017,,0.017,health_connect,,
2025-07-14T19:59:01Z,0.017,,,0.017,,0.017,health_connect,,
2025-07-14T20:00:01Z,0.017,,,0.017,,0.017,health_connect,,
2025-07-14T20:01:01Z,0.017,,,0.017,,0.017,health_connect,,
2025-07-14T20:02:01Z,0.017,,,0.017,,0.017,health_connect,,
2025-07-14T20:03:01Z,0.017,,,0.017,,0.017,health_connect,,
2025-07-14T20:04:01Z,0.017,,,0.017,,0.017,health_connect,,
2025-07-14T20:05:01Z,0.017,,,0.017,,0.017,health_connect,,
2025-07-14T20:06:01Z,0.017,,,0.017,,0.017,health_connect,,
2025-07-14T20:07:01Z,0.017,,,0.017,,0.017,health_connect,,
2025-07-14T20:08:01Z,0.017,,,0.017,,0.017,health_connect,,
2025-07-14T20:09:01Z,0.017,,,0.017,,0.017,health_connect,,
2025-07-14T20:10:01Z,0.017,,,0.017,,0.017,health_connect,,
2025-07-14T20:11:01Z,0.017,,,0.017,,0.017,health_connect,,
2025-07-14T20:12:01Z,0.017,,,0.017,,0.017,health_connect,,
2025-07-14T20:13:01Z,0.017,,,0.017,,0.017,health_connect,,
2025-07-14T20:14:01Z,0.017,,,0.017,,0.017,health_connect,,
2025-07-14T20:15:01Z,0.017,,,0.017,,0.017,health_connect,,
2025-07-14T20:16:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T20:17:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T20:18:01Z,0.017,,0.017,,,0.017,health_connect,,
2025-07-14T20:19:01Z,0.017,,0.017,,,0.017,health_connect,,
2025-07-14T20:20:01Z,0.017,,0.017,,,0.017,health_connect,,
2025-07-14T20:21:01Z,0.017,,0.017,,,0.017,health_connect,,
2025-07-14T20:22:01Z,0.017,,0.017,,,0.017,health_connect,,
2025-07-14T20:23:01Z,0.017,,0.017,,,0.017,health_connect,,
2025-07-14T20:24:01Z,0.017,,0.017,,,0.017,health_connect,,
2025-07-14T20:25:01Z,0.017,,0.017,,,0.017,health_connect,,
2025-07-14T20:26:01Z,0.017,,0.017,,,0.017,health_connect,,
2025-07-14T20:27:01Z,0.017,,0.017,,,0.017,health_connect,,
2025-07-14T20:28:01Z,0.017,,0.017,,,0.017,health_connect,,
2025-07-14T20:29:01Z,0.017,,0.017,,,0.017,health_connect,,
2025-07-14T20:30:01Z,0.017,,0.017,,,0.017,health_connect,,
2025-07-14T20:31:01Z,0.017,,0.017,,,0.017,health_connect,,
2025-07-14T20:32:01Z,0.017,,0.017,,,0.017,health_connect,,
2025-07-14T20:33:01Z,0.017,,0.017,,,0.017,health_connect,,
2025-07-14T20:34:01Z,0.017,,0.017,,,0.017,health_connect,,
2025-07-14T20:35:01Z,0.017,,0.017,,,0.017,health_connect,,
2025-07-14T20:36:01Z,0.017,,0.017,,,0.017,health_connect,,
2025-07-14T20:37:01Z,0.017,,0.017,,,0.017,health_connect,,
2025-07-14T20:38:01Z,0.017,,0.017,,,0.017,health_connect,,
2025-07-14T20:39:01Z,0.017,,0.017,,,0.017,health_connect,,
2025-07-14T20:40:01Z,0.017,,0.017,,,0.017,health_connect,,
2025-07-14T20:41:01Z,0.017,,0.017,,,0.017,health_connect,,
2025-07-14T20:42:01Z,0.017,,0.017,,,0.017,health_connect,,
2025-07-14T20:43:01Z,0.017,,0.017,,,0.017,health_connect,,
2025-07-14T20:44:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T20:45:01Z,0.017,,0.017,,,0.017,health_connect,,
2025-07-14T20:46:01Z,0.017,,0.017,,,0.017,health_connect,,
2025-07-14T20:47:01Z,0.017,,0.017,,,0.017,health_connect,,
2025-07-14T20:48:01Z,0.017,,0.017,,,0.017,health_connect,,
2025-07-14T20:49:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T20:50:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T20:51:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T20:52:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T20:53:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T20:54:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T20:55:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T20:56:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T20:57:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T20:58:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T20:59:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T21:00:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T21:01:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T21:02:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T21:03:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T21:04:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T21:05:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T21:06:01Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T21:07:04Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T21:08:04Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T21:09:04Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T21:10:04Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T21:11:04Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T21:12:04Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T21:13:04Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T21:14:04Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T21:15:04Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T21:16:04Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T21:17:04Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T21:18:04Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T21:19:04Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T21:20:04Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T21:21:04Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T21:22:04Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T21:23:04Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T21:24:04Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T21:25:04Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T21:26:04Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T21:27:04Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T21:28:04Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T21:29:04Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T21:30:04Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T21:31:04Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T21:32:04Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T21:33:04Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T21:34:04Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T21:35:04Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T21:36:04Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T21:37:04Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T21:38:04Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T21:39:04Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T21:40:04Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T21:41:04Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T21:42:04Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T21:43:04Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T21:44:04Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T21:45:04Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T21:46:04Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T21:47:04Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T21:48:04Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T21:49:04Z,0.017,,0.017,,,0.017,health_connect,,
2025-07-14T21:50:04Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T21:51:04Z,0.017,,0.017,,,0.017,health_connect,,
2025-07-14T21:52:04Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T21:53:04Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T21:54:04Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T21:55:04Z,0.017,,0.017,,,0.017,health_connect,,
2025-07-14T21:56:04Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T21:57:04Z,0.017,,0.017,,,0.017,health_connect,,
2025-07-14T21:58:04Z,0.017,,0.017,,,0.017,health_connect,,
2025-07-14T21:59:04Z,0.017,,0.017,,,0.017,health_connect,,
2025-07-14T22:00:04Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T22:01:04Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T22:02:04Z,0.017,,0.017,,,0.017,health_connect,,
2025-07-14T22:03:04Z,0.017,,0.017,,,0.017,health_connect,,
2025-07-14T22:04:04Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T22:05:04Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T22:06:04Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T22:07:04Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T22:08:04Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T22:09:04Z,0.017,,0.017,,,0.017,health_connect,,
2025-07-14T22:10:04Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T22:11:04Z,0.017,,0.017,,,0.017,health_connect,,
2025-07-14T22:12:04Z,0.017,,0.017,,,0.017,health_connect,,
2025-07-14T22:13:04Z,0.017,,0.017,,,0.017,health_connect,,
2025-07-14T22:14:04Z,0.017,,0.017,,,0.017,health_connect,,
2025-07-14T22:15:04Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T22:16:04Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T22:17:04Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T22:18:04Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T22:19:04Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T22:20:04Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T22:21:04Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T22:22:04Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T22:23:04Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T22:24:04Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T22:25:04Z,0.017,0.017,,,,0.017,health_connect,,
2025-07-14T22:56:02Z,1.7,1.317,0.25,0.133,0.017,1.717,health_connect,,
2025-07-16T15:18:00Z,7.3,2.117,1.283,3.883,0.983,8.292,health_connect,,
2025-07-17T16:23:30Z,6.958,1.625,0.892,4.442,1.842,8.8,health_connect,,
2025-07-18T14:22:00Z,7.175,2.242,0.783,4.15,1.208,8.383,health_connect,,
2025-07-19T14:15:00Z,7.85,1.8,0.983,5.067,0.883,8.75,health_connect,,
2025-07-20T14:31:30Z,4.817,1.55,0.367,2.883,0.867,5.683,health_connect,,
2025-07-21T16:23:30Z,4.258,1.525,0.475,2.258,0.308,4.567,health_connect,,
2025-07-22T14:27:30Z,6.75,1.283,0.95,4.5,0.7,7.45,health_connect,,
2025-07-23T15:30:00Z,3.05,1.4,0.333,1.3,0.15,3.208,health_connect,,
2025-07-23T18:43:00Z,4.35,0.85,0.75,2.733,1.317,5.667,health_connect,,
2025-07-24T16:12:30Z,5.825,0.833,0.417,4.575,0.542,6.367,health_connect,,
2025-07-25T15:04:00Z,6.433,1.5,0.567,4.35,1.533,7.975,health_connect,,
2025-07-26T16:13:00Z,5.783,1.583,0.9,3.283,1.217,7.0,health_connect,,
2025-07-27T14:39:30Z,6.367,1.4,0.7,4.267,1.4,7.775,health_connect,,
2025-07-28T16:11:00Z,5.575,1.142,0.85,3.583,1.058,6.633,health_connect,,
2025-07-29T18:11:00Z,3.3,0.733,0.467,2.1,1.317,4.625,health_connect,,
2025-08-04T15:53:30Z,2.017,,,,,2.025,health_connect,,
2025-08-04T19:30:30Z,2.233,,,,,2.233,health_connect,,
2025-08-05T15:07:30Z,7.6,2.117,1.733,3.75,0.567,8.167,health_connect,,
2025-08-06T15:20:30Z,3.15,0.95,0.217,1.967,0.45,3.608,health_connect,,
2025-08-07T07:41:30Z,1.433,,,,,1.433,health_connect,,
2025-08-07T15:51:30Z,2.658,0.85,0.592,1.217,0.358,3.017,health_connect,,
2025-08-07T20:45:00Z,1.167,,,,,1.167,health_connect,,
2025-08-07T21:55:00Z,2.083,,,,,2.083,health_connect,,
2025-08-08T18:26:11Z,5.131,2.5,,2.631,0.554,5.686,health_connect,,
2025-08-09T17:45:00Z,6.117,1.733,0.817,3.55,1.5,7.625,health_connect,,
2025-08-10T14:05:00Z,7.25,1.533,1.617,4.083,1.083,8.342,health_connect,,
2025-08-11T15:21:00Z,4.808,1.4,0.592,2.817,0.808,5.617,health_connect,,
2025-08-11T21:02:00Z,0.75,,,,,1.967,health_connect,,
2025-08-12T04:55:30Z,1.133,,,,,1.133,health_connect,,
2025-08-12T15:50:00Z,6.208,1.867,1.008,3.333,1.325,7.533,health_connect,,
2025-08-13T14:48:30Z,6.967,1.417,1.95,3.6,1.75,8.717,health_connect,,
2025-08-14T14:44:00Z,6.733,1.617,1.55,3.55,1.033,7.775,health_connect,,
2025-08-14T22:38:00Z,0.15,,,,,0.35,health_connect,,
2025-08-14T23:00:00Z,,,,,,1.096,health_connect,,
2025-08-15T15:00:30Z,5.025,1.567,0.483,2.975,1.442,6.467,health_connect,,
2025-08-15T21:31:00Z,0.467,,,,,1.483,health_connect,,
2025-08-16T14:56:00Z,6.125,1.717,0.783,3.625,0.925,7.05,health_connect,,
2025-08-17T04:56:00Z,0.8,,,,,1.325,health_connect,,
2025-08-17T15:25:00Z,1.133,,,,,2.408,health_connect,,
2025-08-17T19:01:00Z,1.317,,,,,2.308,health_connect,,
2025-08-17T21:32:00Z,0.55,,,,,1.467,health_connect,,
2025-08-18T16:24:00Z,5.033,0.65,1.017,3.367,0.583,5.625,health_connect,,
2025-08-19T15:13:30Z,5.667,1.4,1.5,2.767,0.483,6.158,health_connect,,
2025-08-20T15:32:30Z,5.542,1.667,0.75,3.125,1.225,6.767,health_connect,,
2025-08-21T15:24:00Z,2.167,,,,0.817,2.983,health_connect,,
2025-08-22T14:56:30Z,4.883,1.533,0.617,2.733,1.367,6.25,health_connect,,
2025-08-23T19:02:30Z,5.842,1.367,0.683,3.792,1.758,7.6,health_connect,,
2025-08-24T14:01:00Z,4.017,1.333,0.25,2.417,1.417,5.442,health_connect,,
2025-08-24T19:39:00Z,2.033,,,,,2.15,health_connect,,
2025-08-25T14:21:30Z,7.0,1.35,1.533,4.1,1.017,8.017,health_connect,,
2025-08-25T22:40:00Z,1.133,,,,,1.333,health_connect,,
2025-08-26T15:48:30Z,5.733,1.1,1.35,3.267,1.417,7.15,health_connect,,
2025-08-27T15:57:00Z,2.117,,,,,2.558,health_connect,,
2025-08-27T20:26:00Z,1.733,,,,,1.925,health_connect,,
2025-08-27T22:35:00Z,0.067,,,,,2.433,health_connect,,
2025-08-28T15:54:00Z,2.2,,,,,2.375,health_connect,,
2025-08-28T18:20:00Z,1.783,,,,,1.783,health_connect,,
2025-08-28T21:01:00Z,1.733,,,,,1.876,health_connect,,
2025-08-29T14:41:00Z,5.992,1.375,0.842,3.775,1.375,7.367,health_connect,,
2025-08-31T16:26:30Z,4.308,1.067,0.067,3.175,1.042,5.35,health_connect,,
2025-09-01T16:37:00Z,2.383,,,,,2.383,health_connect,,
2025-09-01T19:28:00Z,1.317,,,,,2.992,health_connect,,
2025-09-02T15:46:00Z,5.233,1.2,0.65,3.367,1.1,6.342,health_connect,,
2025-09-03T00:30:00Z,,,,,,0.65,health_connect,,
2025-09-03T14:56:30Z,6.283,1.767,1.1,3.4,1.1,7.392,health_connect,,
2025-09-04T15:01:00Z,5.192,1.317,0.942,2.933,0.925,6.117,health_connect,,
2025-09-05T14:57:30Z,1.017,,,,,1.017,health_connect,,
2025-09-05T17:14:30Z,4.408,0.833,0.983,2.592,0.892,5.3,health_connect,,
2025-09-06T15:26:00Z,5.867,1.5,1.133,3.217,0.733,6.608,health_connect,,
2025-09-07T14:32:00Z,5.933,1.2,1.15,3.567,0.65,6.592,health_connect,,
2025-09-07T22:04:00Z,0.783,,,,,2.933,health_connect,,
2025-09-08T16:18:00Z,4.192,1.092,0.575,2.525,1.125,5.317,health_connect,,
2025-09-09T17:39:00Z,1.15,,,,,1.883,health_connect,,
2025-09-10T16:24:30Z,4.667,1.033,0.917,2.7,0.533,5.2,health_connect,,
2025-09-11T15:32:30Z,3.95,1.183,0.633,2.117,0.683,4.633,health_connect,,
2025-09-11T20:25:00Z,2.2,,,,,4.583,health_connect,,
2025-09-12T17:03:00Z,3.633,1.183,0.5,1.933,0.433,4.067,health_connect,,
2025-09-13T16:01:30Z,6.358,1.625,1.308,3.425,1.025,7.383,health_connect,,
2025-09-15T22:08:30Z,1.183,,,,,1.183,health_connect,,
2025-09-17T17:56:00Z,2.667,,,,,2.775,health_connect,,
2025-09-17T22:39:30Z,1.05,,,,,1.05,health_connect,,
2025-09-19T16:38:30Z,3.983,1.15,0.85,1.983,0.1,4.092,health_connect,,
2025-09-20T04:11:00Z,1.05,,,,,1.192,health_connect,,
2025-09-21T16:01:30Z,4.65,0.867,0.9,2.883,0.533,5.183,health_connect,,
2025-09-22T16:28:30Z,4.317,0.85,0.283,3.183,0.75,5.067,health_connect,,
2025-09-23T15:38:00Z,4.933,1.283,0.817,2.817,1.083,6.025,health_connect,,
2025-09-24T15:11:30Z,1.65,,,,,1.658,health_connect,,
2025-09-24T20:14:00Z,3.567,0.517,0.683,2.367,0.833,4.408,health_connect,,
2025-09-25T13:53:00Z,1.983,,,,,1.992,health_connect,,
2025-09-25T17:48:30Z,1.317,,,,,1.317,health_connect,,
2025-09-26T17:23:00Z,1.667,,,,,1.717,health_connect,,
2025-09-28T16:46:30Z,2.617,,,,,2.617,health_connect,,
2025-09-29T16:58:00Z,3.567,1.15,0.717,1.7,0.4,3.983,health_connect,,
2025-09-30T15:26:00Z,5.767,1.567,0.65,3.533,1.333,7.108,health_connect,,
